source_id	title	url	normalized_url	source_format	source_type	resource_type	publisher	organization_id	collection_hint	evidence_role	topic_tags	audience	language	link_check_status	ingest_status	ingest_priority	source_status	duplicate_group_id	notes	source_context	duplicate_count	duplicate_merged	merged_titles	collection_hints	source_types_seen	resource_types_seen	publishers_seen	organizations_seen	source_contexts	registry_schema_version	registry_role	user_facing_knowledge	recommended_pipeline	dedupe_key
taltechi_digikogu_taiendav_taltechi_too	Täiendav TalTechi töö	https://digikogu.taltech.ee/et/Download/8bf38940-7c70-4024-9756-0de872ef0168	https://digikogu.taltech.ee/et/Download/8bf38940-7c70-4024-9756-0de872ef0168	html	web_page	web_page	TalTechi digikogu	taltechi_digikogu	source_registry	background	"[""TalTechi digikogu""]"	BOTH	et	[]	referenced_only	low	known	dup_exact_036	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""TalTechi digikogu"", ""heading_3"": null, ""heading_4"": null, ""line"": 261, ""order"": 158}"	1	True	"[""Täiendav TalTechi töö""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""TalTechi digikogu""]"	"[""taltechi_digikogu""]"	"[{""heading_2"": ""TalTechi digikogu"", ""line"": 261, ""order"": 158}, {""heading_2"": ""TalTechi digikogu"", ""line"": 735, ""order"": 365}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://digikogu.taltech.ee/et/Download/8bf38940-7c70-4024-9756-0de872ef0168
tai_sotsiaaltoo_1_2025	Sotsiaaltöö 1/2025	https://www.tai.ee/et/valjaanded/sotsiaaltoo-12025	https://www.tai.ee/et/valjaanded/sotsiaaltoo-12025	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_037	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 265, ""order"": 159}"	1	True	"[""Sotsiaaltöö 1/2025""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 265, ""order"": 159}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 739, ""order"": 366}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://www.tai.ee/et/valjaanded/sotsiaaltoo-12025
tai_sotsiaaltoo_2_2025	Sotsiaaltöö 2/2025	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22025	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22025	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_038	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 267, ""order"": 160}"	1	True	"[""Sotsiaaltöö 2/2025""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 267, ""order"": 160}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 741, ""order"": 367}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22025
tai_sotsiaaltoo_2_2022	Sotsiaaltöö 2/2022	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22022	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22022	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_039	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 269, ""order"": 161}"	1	True	"[""Sotsiaaltöö 2/2022""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 269, ""order"": 161}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 743, ""order"": 368}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://www.tai.ee/et/valjaanded/sotsiaaltoo-22022
tai_sotsiaaltoo_4_2019	Sotsiaaltöö 4/2019	https://www.tai.ee/et/valjaanded/sotsiaaltoo-42019	https://www.tai.ee/et/valjaanded/sotsiaaltoo-42019	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_040	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 271, ""order"": 162}"	1	True	"[""Sotsiaaltöö 4/2019""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 271, ""order"": 162}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 745, ""order"": 369}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://www.tai.ee/et/valjaanded/sotsiaaltoo-42019
tai_ajakirja_sotsiaaltoo_tutvustus_arhiiv	Ajakirja Sotsiaaltöö tutvustus / arhiiv	https://www.tai.ee/et/ajakiri-sotsiaaltoo/ajakirja-tutvustus-tellimine-ja-kaastood	https://www.tai.ee/et/ajakiri-sotsiaaltoo/ajakirja-tutvustus-tellimine-ja-kaastood	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_041	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 273, ""order"": 163}"	1	True	"[""Ajakirja Sotsiaaltöö tutvustus / arhiiv""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 273, ""order"": 163}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 747, ""order"": 370}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://www.tai.ee/et/ajakiri-sotsiaaltoo/ajakirja-tutvustus-tellimine-ja-kaastood
tai_dea_valjaande_leht	DEA väljaande leht	https://dea.digar.ee/publication/AKsotsiaaltoo	https://dea.digar.ee/publication/AKsotsiaaltoo	html	journal_article	professional_article	TAI	tai	sotsiaaltoo_articles	methodology_background	"[""Ajakiri Sotsiaaltöö / TAI / DEA""]"	BOTH	et	[]	referenced_only	medium	known	dup_exact_042	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""heading_3"": null, ""heading_4"": null, ""line"": 275, ""order"": 164}"	1	True	"[""DEA väljaande leht""]"	"[""sotsiaaltoo_articles""]"	"[""journal_article""]"	"[""professional_article""]"	"[""TAI""]"	"[""tai""]"	"[{""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 275, ""order"": 164}, {""heading_2"": ""Ajakiri Sotsiaaltöö / TAI / DEA"", ""line"": 749, ""order"": 371}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	journal_layer	https://dea.digar.ee/publication/AKsotsiaaltoo
tervisekassa_vaevuste_leevendamine_palliatiivses_ravis	Vaevuste leevendamine palliatiivses ravis	https://tervisekassa.ee/media/388/download?inline=	https://tervisekassa.ee/media/388/download?inline=	html	web_page	web_page	Tervisekassa	tervisekassa	source_registry	background	"[""Tervisekassa""]"	BOTH	et	[]	referenced_only	low	known	dup_exact_043	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 279, ""order"": 165}"	1	True	"[""Vaevuste leevendamine palliatiivses ravis""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 279, ""order"": 165}, {""heading_2"": ""Tervisekassa"", ""line"": 753, ""order"": 372}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://tervisekassa.ee/media/388/download?inline=
tervisekassa_pikk_covid_patsiendijuhend	Pikk COVID patsiendijuhend	https://tervisekassa.ee/sites/default/files/Pikk_Covid_patsiendijuhend_web.pdf	https://tervisekassa.ee/sites/default/files/Pikk_Covid_patsiendijuhend_web.pdf	pdf	official_guideline	best_practice_guidance	Tervisekassa	tervisekassa	national_guidelines	practice_guidance	"[""Tervisekassa""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_044	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 281, ""order"": 166}"	1	True	"[""Pikk COVID patsiendijuhend""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 281, ""order"": 166}, {""heading_2"": ""Tervisekassa"", ""line"": 755, ""order"": 373}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://tervisekassa.ee/sites/default/files/Pikk_Covid_patsiendijuhend_web.pdf
tervisekassa_pikk_covid_esmatasandil_kasitlusjuhend	Pikk COVID esmatasandil: käsitlusjuhend	https://tervisekassa.ee/sites/default/files/Pikk_Covid_k%C3%A4sitlusjuhend_web.pdf	https://tervisekassa.ee/sites/default/files/Pikk_Covid_käsitlusjuhend_web.pdf	pdf	official_guideline	best_practice_guidance	Tervisekassa	tervisekassa	national_guidelines	practice_guidance	"[""Tervisekassa""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_045	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 283, ""order"": 167}"	1	True	"[""Pikk COVID esmatasandil: käsitlusjuhend""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 283, ""order"": 167}, {""heading_2"": ""Tervisekassa"", ""line"": 757, ""order"": 374}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://tervisekassa.ee/sites/default/files/Pikk_Covid_käsitlusjuhend_web.pdf
tervisekassa_pereoenduse_tegevusjuhend	Pereõenduse tegevusjuhend	https://tervisekassa.ee/sites/default/files/Raviasutused/a5_pereoenduse_tegevusjuhend_netti_2.pdf	https://tervisekassa.ee/sites/default/files/Raviasutused/a5_pereoenduse_tegevusjuhend_netti_2.pdf	pdf	official_guideline	best_practice_guidance	Tervisekassa	tervisekassa	national_guidelines	practice_guidance	"[""Tervisekassa""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_046	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 285, ""order"": 168}"	1	True	"[""Pereõenduse tegevusjuhend""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 285, ""order"": 168}, {""heading_2"": ""Tervisekassa"", ""line"": 759, ""order"": 375}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://tervisekassa.ee/sites/default/files/Raviasutused/a5_pereoenduse_tegevusjuhend_netti_2.pdf
tervisekassa_esmatasandi_tervishoiu_arengumudel_lahima_10_aasta_perspekti	Esmatasandi tervishoiu arengumudel lähima 10 aasta perspektiivis	https://tervisekassa.ee/sites/default/files/uuringud_aruanded/esmatasandi_toimemudel_lahima_10_aasta_perspektiivis.pdf	https://tervisekassa.ee/sites/default/files/uuringud_aruanded/esmatasandi_toimemudel_lahima_10_aasta_perspektiivis.pdf	pdf	information_material	information_material	Tervisekassa	tervisekassa	national_guidelines	background	"[""Tervisekassa""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_047	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 287, ""order"": 169}"	1	True	"[""Esmatasandi tervishoiu arengumudel lähima 10 aasta perspektiivis""]"	"[""national_guidelines""]"	"[""information_material""]"	"[""information_material""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 287, ""order"": 169}, {""heading_2"": ""Tervisekassa"", ""line"": 761, ""order"": 376}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://tervisekassa.ee/sites/default/files/uuringud_aruanded/esmatasandi_toimemudel_lahima_10_aasta_perspektiivis.pdf
tervisekassa_arevushaire_kasitlus_esmatasandil_kliinilise_auditi_kokkuvot	Ärevushäire käsitlus esmatasandil – kliinilise auditi kokkuvõte	https://tervisekassa.ee/sites/default/files/kvaliteet/Haigekassa/2018_arevushaire_kasitlus_esmatasandil_kokkuvote.pdf	https://tervisekassa.ee/sites/default/files/kvaliteet/Haigekassa/2018_arevushaire_kasitlus_esmatasandil_kokkuvote.pdf	pdf	research_report	research_evidence	Tervisekassa	tervisekassa	research_reports	research_evidence	"[""Tervisekassa""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_048	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Tervisekassa"", ""heading_3"": null, ""heading_4"": null, ""line"": 289, ""order"": 170}"	1	True	"[""Ärevushäire käsitlus esmatasandil – kliinilise auditi kokkuvõte""]"	"[""research_reports""]"	"[""research_report""]"	"[""research_evidence""]"	"[""Tervisekassa""]"	"[""tervisekassa""]"	"[{""heading_2"": ""Tervisekassa"", ""line"": 289, ""order"": 170}, {""heading_2"": ""Tervisekassa"", ""line"": 763, ""order"": 377}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://tervisekassa.ee/sites/default/files/kvaliteet/Haigekassa/2018_arevushaire_kasitlus_esmatasandil_kokkuvote.pdf
terviseamet_infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_j	Infektsioonikontrollialase toimepidevuse ja riskijuhtimise juhendmaterjal hoolekandeasutustele	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_juhendmaterjal%20%282023%29.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_juhendmaterjal (2023).pdf	pdf	official_guideline	best_practice_guidance	Terviseamet	terviseamet	national_guidelines	practice_guidance	"[""Terviseamet"", ""hoolekanne""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_049	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 293, ""order"": 171}"	1	True	"[""Infektsioonikontrollialase toimepidevuse ja riskijuhtimise juhendmaterjal hoolekandeasutustele""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 293, ""order"": 171}, {""heading_2"": ""Terviseamet"", ""line"": 767, ""order"": 378}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_juhendmaterjal (2023).pdf
terviseamet_infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_m	Infektsioonikontrollialase toimepidevuse ja riskijuhtimise metoodika	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_metoodika.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_metoodika.pdf	pdf	official_guideline	method_guidance	Terviseamet	terviseamet	national_guidelines	practice_guidance	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_050	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 295, ""order"": 172}"	1	True	"[""Infektsioonikontrollialase toimepidevuse ja riskijuhtimise metoodika""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""method_guidance""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 295, ""order"": 172}, {""heading_2"": ""Terviseamet"", ""line"": 769, ""order"": 379}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-10/infektsioonikontrollialase_toimepidevuse_ja_riskijuhtimise_metoodika.pdf
terviseamet_nakkushaiguste_ennetamise_ja_torjealane_tegevusjuhend_hoolde	Nakkushaiguste ennetamise ja tõrjealane tegevusjuhend hooldekodudele	https://www.terviseamet.ee/sites/default/files/documents/2024-10/Nakkushaiguste_ennetamise_ja_torjealane_tegevusjuhend_hooldekodudele%20%282017%29.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-10/Nakkushaiguste_ennetamise_ja_torjealane_tegevusjuhend_hooldekodudele (2017).pdf	pdf	official_guideline	best_practice_guidance	Terviseamet	terviseamet	national_guidelines	practice_guidance	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_051	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 297, ""order"": 173}"	1	True	"[""Nakkushaiguste ennetamise ja tõrjealane tegevusjuhend hooldekodudele""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 297, ""order"": 173}, {""heading_2"": ""Terviseamet"", ""line"": 771, ""order"": 380}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-10/Nakkushaiguste_ennetamise_ja_torjealane_tegevusjuhend_hooldekodudele (2017).pdf
terviseamet_hoolekandeasutuste_tegevusjuhis_covid_19_tingimustes	Hoolekandeasutuste tegevusjuhis COVID-19 tingimustes	https://www.terviseamet.ee/sites/default/files/documents/2024-11/Hoolekandeasutuste%20tegevusjuhis%20COVID-19%20tingimustes.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-11/Hoolekandeasutuste tegevusjuhis COVID-19 tingimustes.pdf	pdf	information_material	information_material	Terviseamet	terviseamet	national_guidelines	background	"[""Terviseamet"", ""hoolekanne""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_052	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 299, ""order"": 174}"	1	True	"[""Hoolekandeasutuste tegevusjuhis COVID-19 tingimustes""]"	"[""national_guidelines""]"	"[""information_material""]"	"[""information_material""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 299, ""order"": 174}, {""heading_2"": ""Terviseamet"", ""line"": 773, ""order"": 381}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-11/Hoolekandeasutuste tegevusjuhis COVID-19 tingimustes.pdf
terviseamet_kokkuvote_2024_aasta_kohta_haridus_ja_sotsiaalasutuste_tervi	Kokkuvõte 2024. aasta kohta: haridus- ja sotsiaalasutuste tervisekaitse järelevalve	https://www.terviseamet.ee/sites/default/files/documents/2025-04/2024.%20a%20kokkuv%C3%B5te.pdf	https://www.terviseamet.ee/sites/default/files/documents/2025-04/2024. a kokkuvõte.pdf	pdf	research_report	research_evidence	Terviseamet	terviseamet	research_reports	research_evidence	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_053	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 301, ""order"": 175}"	1	True	"[""Kokkuvõte 2024. aasta kohta: haridus- ja sotsiaalasutuste tervisekaitse järelevalve""]"	"[""research_reports""]"	"[""research_report""]"	"[""research_evidence""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 301, ""order"": 175}, {""heading_2"": ""Terviseamet"", ""line"": 775, ""order"": 382}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2025-04/2024. a kokkuvõte.pdf
terviseamet_kokkuvote_2022_aasta_kohta_haridus_ja_sotsiaalasutuste_tervi	Kokkuvõte 2022. aasta kohta: haridus- ja sotsiaalasutuste tervisekaitse järelevalve	https://www.terviseamet.ee/sites/default/files/documents/2024-06/2022.%20a%20kokkuv%C3%B5te_haridus_sotsiaal_.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-06/2022. a kokkuvõte_haridus_sotsiaal_.pdf	pdf	research_report	research_evidence	Terviseamet	terviseamet	research_reports	research_evidence	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_054	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 303, ""order"": 176}"	1	True	"[""Kokkuvõte 2022. aasta kohta: haridus- ja sotsiaalasutuste tervisekaitse järelevalve""]"	"[""research_reports""]"	"[""research_report""]"	"[""research_evidence""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 303, ""order"": 176}, {""heading_2"": ""Terviseamet"", ""line"": 777, ""order"": 383}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-06/2022. a kokkuvõte_haridus_sotsiaal_.pdf
terviseamet_patsiendiohutusjuhtumi_raporteerimise_ja_menetlemise_juhend	Patsiendiohutusjuhtumi raporteerimise ja menetlemise juhend	https://www.terviseamet.ee/sites/default/files/documents/2024-11/patsiendiohutusjuhtumi_raporteerimise_ja_menetlemise_juhend.pdf	https://www.terviseamet.ee/sites/default/files/documents/2024-11/patsiendiohutusjuhtumi_raporteerimise_ja_menetlemise_juhend.pdf	pdf	research_report	research_evidence	Terviseamet	terviseamet	research_reports	research_evidence	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_055	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 305, ""order"": 177}"	1	True	"[""Patsiendiohutusjuhtumi raporteerimise ja menetlemise juhend""]"	"[""research_reports""]"	"[""research_report""]"	"[""research_evidence""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 305, ""order"": 177}, {""heading_2"": ""Terviseamet"", ""line"": 779, ""order"": 384}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2024-11/patsiendiohutusjuhtumi_raporteerimise_ja_menetlemise_juhend.pdf
terviseamet_pohak_i_aasta_kokkuvote	POHAK I aasta kokkuvõte	https://terviseamet.ee/sites/default/files/documents/2026-04/POHAK_I%20aasta%20kokkuv%C3%B5te.pdf	https://terviseamet.ee/sites/default/files/documents/2026-04/POHAK_I aasta kokkuvõte.pdf	pdf	research_report	research_evidence	Terviseamet	terviseamet	research_reports	research_evidence	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	medium	known	dup_exact_056	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 307, ""order"": 178}"	1	True	"[""POHAK I aasta kokkuvõte""]"	"[""research_reports""]"	"[""research_report""]"	"[""research_evidence""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 307, ""order"": 178}, {""heading_2"": ""Terviseamet"", ""line"": 781, ""order"": 385}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://terviseamet.ee/sites/default/files/documents/2026-04/POHAK_I aasta kokkuvõte.pdf
terviseamet_gripivastase_vaktsineerimise_labiviimise_juhend_2025	Gripivastase vaktsineerimise läbiviimise juhend 2025	https://www.terviseamet.ee/sites/default/files/documents/2026-03/Lisa%202.5.1.%20Juhis_gripivastase_vaktsineerimise_labiviimiseks_2025.pdf	https://www.terviseamet.ee/sites/default/files/documents/2026-03/Lisa 2.5.1. Juhis_gripivastase_vaktsineerimise_labiviimiseks_2025.pdf	pdf	official_guideline	best_practice_guidance	Terviseamet	terviseamet	national_guidelines	practice_guidance	"[""Terviseamet""]"	BOTH	et	[]	ingest_candidate	high	known	dup_exact_057	Duplikaadid ühendatud: 1 lisakirjet.	"{""heading_2"": ""Terviseamet"", ""heading_3"": null, ""heading_4"": null, ""line"": 309, ""order"": 179}"	1	True	"[""Gripivastase vaktsineerimise läbiviimise juhend 2025""]"	"[""national_guidelines""]"	"[""official_guideline""]"	"[""best_practice_guidance""]"	"[""Terviseamet""]"	"[""terviseamet""]"	"[{""heading_2"": ""Terviseamet"", ""line"": 309, ""order"": 179}, {""heading_2"": ""Terviseamet"", ""line"": 783, ""order"": 386}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	knowledge_doc_pipeline	https://www.terviseamet.ee/sites/default/files/documents/2026-03/Lisa 2.5.1. Juhis_gripivastase_vaktsineerimise_labiviimiseks_2025.pdf
