token,layer,definitions,distinctValues,usages,files,values
--orbit-keypad-fill-center,unknown,5,3,6,app/styles/features/profile/hc.css | app/styles/features/profile/mono.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"radial-gradient( 124% 124% at 24% 18%, rgba(228, 239, 255, 0.074) 0%, rgba(228, 239, 255, 0.031) 22%, rgba(228, 239, 255, 0.01) 38%, rgba(228, 239, 255, 0) 54% ), linear-gradient( 160deg, rgba(45, 53, 68, 0.47) 0%, rgba(28, 35, 47, 0.43) 48%, rgba(16, 22, 31, 0.37) 100% ), rgba(18, 24, 34, 0.35) | var(--mono-orbit-surface) | radial-gradient( 120% 120% at 24% 18%, rgba(255, 255, 255, 0.078) 0%, rgba(255, 255, 255, 0.036) 22%, rgba(255, 255, 255, 0.012) 38%, rgba(255, 255, 255, 0) 54% ), linear-gradient( 160deg, rgba(54, 57, 62, 0.6) 0%, rgba(35, 38, 43, 0.56) 48%, rgba(21, 24, 28, 0.51) 100% ), rgba(24, 27, 31, 0.48)"
--orbit-keypad-fill-item,unknown,5,3,5,app/styles/features/profile/hc.css | app/styles/features/profile/mono.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"radial-gradient( 158% 140% at 50% 14%, rgba(228, 239, 255, 0.085) 0%, rgba(228, 239, 255, 0.039) 30%, rgba(228, 239, 255, 0.015) 54%, rgba(228, 239, 255, 0) 76% ), linear-gradient( 160deg, rgba(44, 52, 65, 0.53) 0%, rgba(30, 36, 47, 0.5) 48%, rgba(21, 26, 35, 0.46) 100% ), rgba(19, 25, 35, 0.43) | var(--mono-orbit-surface) | radial-gradient( 156% 138% at 50% 14%, rgba(244, 247, 255, 0.078) 0%, rgba(244, 247, 255, 0.036) 30%, rgba(244, 247, 255, 0.013) 54%, rgba(244, 247, 255, 0) 76% ), linear-gradient( 160deg, rgba(47, 53, 63, 0.51) 0%, rgba(31, 36, 44, 0.49) 48%, rgba(21, 25, 31, 0.45) 100% ), rgba(20, 24, 30, 0.41)"
--orbit-stack-fade-rgb,unknown,5,3,5,app/styles/features/profile/mobile.css,0 0 0 | 255 255 255 | 11 11 11
--workspace-card-badge-text,feature-alias,5,3,1,components/chat/WorkspacePanel.module.css,"#fff | #141414 | var(--hc-accent, #ffea00)"
--chat-analysis-preview-surface,feature-alias,4,3,0,app/styles/theme/dark.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,var(--chat-card-surface-standard-bg) | var(--subpage-card-bg) | var(--chat-card-surface-night-standard-bg)
--chat-composer-action-icon-color,feature-alias,4,3,0,app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--workspace-feature-accent, var(--title-color, #8a4b49)) | #7a3a38 | var(--mono-title)"
--chat-invite-list-border,feature-alias,4,3,2,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css,"transparent | rgba(var(--hc-accent-rgb), 0.48) | var(--subpage-card-border)"
--chat-invite-shadow,feature-alias,4,3,3,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css,"0 6px 16px rgba(0, 0, 0, 0.22), var( --invite-under-glow, 0 10px 18px -14px rgba(248, 253, 255, 0.72), 0 22px 32px -22px rgba(248, 253, 255, 0.44) ) | none | var(--subpage-card-shadow)"
--drawer-title-text,unknown,4,3,0,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/mono.css,"var(--hc-accent) | var(--mono-title) | var(--brand-primary, #c57171)"
--link-brand-text,unknown,4,3,0,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mid.css | app/styles/theme/mono.css,var(--mono-title) | var(--hc-accent) | #7a3a38
--mobile-header-back-left,unknown,4,3,4,app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/shared/mobile-workspace-header-offsets.css,"calc(env(safe-area-inset-left, 0px) - 0.38rem) | calc(env(safe-area-inset-left, 0px) + 0.04rem) | calc(env(safe-area-inset-left, 0px) + 0.82rem)"
--mobile-header-info-right,unknown,4,3,3,app/styles/mobile/subpage-header/tokens.css | app/styles/shared/mobile-workspace-header-offsets.css,"calc(env(safe-area-inset-right, 0px) + 0.55rem) | calc(env(safe-area-inset-right, 0px) + 0.98rem) | calc(env(safe-area-inset-right, 0px) + 1.76rem)"
--orbit-item-glow-strong,unknown,4,3,0,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 0 6px rgba(var(--hc-accent-rgb), 0.26), 0 0 10px rgba(var(--hc-accent-rgb), 0.12) | 0 0 6px rgba(255, 255, 255, 0.18), 0 0 12px rgba(255, 252, 248, 0.085) | 0 0 7px rgba(255, 234, 0, 0.26), 0 0 12px rgba(255, 234, 0, 0.14)"
--orbit-keypad-shadow,unknown,4,3,19,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 4px 9px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 0 10px rgba(var(--hc-accent-rgb), 0.12), 0 8px 10px -5px rgba(var(--hc-accent-rgb), 0.38), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) | 0 4px 9px rgba(0, 0, 0, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), inset 0 0 0 var(--pin-border-w) rgba(34, 42, 56, 0.48), inset 0 1px 0 rgba(255, 255, 255, 0.035), inset 0 -1px 0 rgba(0, 0, 0, 0.18) | 0 4px 9px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19)"
--orbit-keypad-shadow-item,unknown,4,3,8,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 3px 7px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 6px 10px -4px rgba(var(--hc-accent-rgb), 0.15), 0 12px 16px -8px rgba(var(--hc-accent-rgb), 0.1), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) | 0 3px 7px rgba(0, 0, 0, 0.11), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(248, 253, 255, 0.07), 0 8px 10px -5px rgba(248, 253, 255, 0.26), inset 0 0 0 var(--pin-border-w) rgba(34, 42, 56, 0.48), inset 0 1px 0 rgba(255, 255, 255, 0.026), inset 0 -1px 0 rgba(0, 0, 0, 0.14) | 0 3px 7px rgba(2, 6, 16, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(208, 228, 255, 0.1), 0 8px 10px -5px rgba(208, 228, 255, 0.38), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.03), inset 0 -1px 0 rgba(2, 6, 16, 0.15)"
--ring-gap,unknown,4,3,0,app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,"clamp( calc(0.9 * var(--base-rem)), 2.4vh, calc(1.4 * var(--base-rem)) ) | clamp( calc(0.7 * var(--base-rem)), 2vh, calc(1 * var(--base-rem)) ) | clamp( calc(0.8 * var(--base-rem)), 2.2vh, calc(1.2 * var(--base-rem)) )"
--ring-pad-top-half,unknown,4,3,0,app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,"clamp( calc(0.8 * var(--base-rem)), 2.1vw, calc(1.3 * var(--base-rem)) ) | clamp( calc(0.6 * var(--base-rem)), 1.6vh, calc(1 * var(--base-rem)) ) | clamp( calc(0.7 * var(--base-rem)), 1.8vh, calc(1.1 * var(--base-rem)) )"
--ring-ui-reserve-page,unknown,4,3,0,app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,calc(2.5 * var(--base-rem)) | calc(6.5 * var(--base-rem)) | calc(6 * var(--base-rem))
--service-map-marker-label-padding,feature-alias,4,3,1,app/styles/features/service-map/desktop/leaflet.css,3px | 0px | 7.2px
--service-map-toggle-color,feature-alias,4,3,2,app/styles/features/service-map/desktop/toolbar.css,#c57171 | #d57b77 | #e08a86
--workspace-card-icon-size,feature-alias,4,3,10,app/styles/shared/workspace-dashboard-card-compact.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css,"clamp(2.82rem, 11.5vw, 3.1rem) !important | clamp(2.38rem, 5.05vw, 2.84rem) | clamp(2.08rem, 8.8vw, 2.58rem)"
--workspace-feature-accent,feature-alias,4,3,40,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var(--title-color, var(--brand-primary, #c57171)) | var(--hc-accent, #ffea00) | var(--mono-title)"
--brand-accent,foundation,3,3,0,app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent) | var(--mono-title) | var(--brand-primary)
--brand-primary,foundation,3,3,39,app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent) | var(--mono-text) | #c57171
--btn-base-bg-dark,component-or-semantic,3,3,0,app/styles/theme/hc.css | app/styles/theme/night.css | app/styles/tokens.css,"var(--hc-control-bg) | linear-gradient( 180deg, rgba(34, 48, 68, 0.94) 0%, rgba(15, 24, 38, 0.94) 100% ) | linear-gradient( 180deg, rgba(44, 46, 52, 0.94) 0%, rgba(22, 24, 29, 0.96) 100% )"
--chat-action-size,feature-alias,3,3,30,app/styles/features/chat/themes.css,"var(--chat-composer-main-control-size, calc(3.2 * var(--base-rem))) | var( --chat-composer-main-control-size, calc(3.2 * var(--base-rem)) ) | var(--chat-composer-main-control-size, calc(var(--inputbar-h, 3.2rem) - 0.2rem))"
--chat-diameter-max,feature-alias,3,3,0,app/styles/tokens.css,"clamp(660px, 94vmin, 1240px) | clamp(520px, 82vmin, 940px) | clamp(580px, 86vmin, 1020px)"
--chat-icon-color,feature-alias,3,3,0,app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,"#3b3329 | var(--mono-title) | rgba(226, 232, 240, 0.92)"
--chat-pad-bottom,feature-alias,3,3,0,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,"clamp(0.5rem, 1.8vh, 0.9rem) | 0rem | clamp(3.2rem, 7vh, 5rem)"
--chat-pad-top,feature-alias,3,3,1,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,"clamp(0.75rem, 2vh, 1.1rem) | var( --glass-ring-pad-top, clamp(calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem))) ) | clamp(1.6rem, 4.2vw, 2.6rem)"
--chat-scroll-down-offset,feature-alias,3,3,0,app/styles/features/chat/shell.css,0.35rem | -0.9rem | 0.25rem
--chat-window-bottom-gap,feature-alias,3,3,0,app/styles/features/chat/shell.css,1.25rem | -2.55rem | 1.05rem
--chat-window-fade-bottom-focus,feature-alias,3,3,1,app/styles/features/chat/shell.css,"clamp(2.72rem, 6.55vh, 4.25rem) | clamp(2.5rem, 6.05vh, 3.95rem) | clamp(2.58rem, 6.22vh, 4.05rem)"
--chat-window-fade-top,feature-alias,3,3,0,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,"clamp(0.42rem, 1.1vh, 0.72rem) | clamp(0.98rem, 2.38vh, 1.66rem) | clamp(0.82rem, 1.84vh, 1.3rem)"
--chat-window-pad-top,feature-alias,3,3,0,app/styles/features/chat/shell.css,"clamp(0.9rem, 2.2vh, 1.6rem) | 1.02rem | 0.95rem"
--chat-window-top-offset,feature-alias,3,3,0,app/styles/features/chat/shell.css,"clamp(1.55rem, 3.25vh, 2.35rem) | clamp(0.35rem, 0.9vh, 0.7rem) | clamp(1.2rem, 2.6vh, 2rem)"
--checkbox-accent,unknown,3,3,2,app/styles/theme/dark.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--title-color, var(--brand-primary, #c57171)) | var(--title-color, #7a3a38) | var(--mono-icon)"
--covision-primary-button-bg,feature-alias,3,3,0,components/covision/CovisionPage.module.css,"rgba(248, 250, 252, 0.92) | rgba(255, 255, 255, 0.96) | rgba(255, 250, 248, 0.96)"
--covision-primary-button-border,feature-alias,3,3,0,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.24) | rgba(122, 58, 56, 0.12) | rgba(126, 95, 88, 0.16)"
--covision-primary-button-shadow,feature-alias,3,3,0,components/covision/CovisionPage.module.css,"0 8px 18px rgba(0, 0, 0, 0.18) | 0 10px 22px rgba(82, 50, 46, 0.12) | 0 10px 22px rgba(38, 24, 22, 0.14)"
--covision-primary-button-text,feature-alias,3,3,0,components/covision/CovisionPage.module.css,#243244 | #253246 | #263244
--documents-chip-text-active,feature-alias,3,3,2,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-title-soft) | #fff59a | var(--documents-heading-color)
--documents-glass-shadow,feature-alias,3,3,6,app/styles/features/documents/workspace.css,"var(--glass-shell-shadow, 0 10px 24px rgba(0, 0, 0, 0.12)) | 0 6px 18px rgba(15, 23, 42, 0.05) | 0 7px 18px rgba(26, 18, 18, 0.08)"
--documents-page-muted,feature-alias,3,3,6,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,"rgba(var(--mono-light-rgb), 0.78) | rgba(255, 234, 0, 0.82) | color-mix(in srgb, var(--documents-page-text) 88%, transparent)"
--documents-page-strong,feature-alias,3,3,8,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-text) | var(--hc-accent) | var(--documents-page-text)
--drawer-preview-text,unknown,3,3,0,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/mono.css,"var(--hc-accent) | rgba(223, 222, 218, 0.88) | rgba(245, 245, 245, 0.86)"
--drawer-time-text,unknown,3,3,1,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/mono.css,"rgba(var(--hc-accent-rgb), 0.78) | rgba(171, 180, 196, 0.8) | rgba(230, 230, 230, 0.74)"
--glass-modal-title-color,component-or-semantic,3,3,0,app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--title-color) | var(--mono-title) | #c57171
--glass-ring-tilt-angle-left,component-or-semantic,3,3,1,app/styles/features/documents/workspace.css,-1.4deg | -1.1deg | -0.85deg
--glass-ring-tilt-angle-right,component-or-semantic,3,3,1,app/styles/features/documents/workspace.css,1.4deg | 1.1deg | 0.85deg
--glass-subpage-title-margin-bottom,component-or-semantic,3,3,0,app/styles/shared/ui-glow.css | app/styles/shared/workspace-guide.css | components/chat/WorkspacePanel.module.css,"clamp(0.35rem, 1.4vh, 0.8rem) | var(--workspace-subpage-title-margin-bottom, clamp(0.35rem, 1.4vh, 0.8rem)) | var(--workspace-subpage-title-margin-bottom, clamp(0.18rem, 0.9vh, 0.42rem))"
--home-about-panel-shadow,feature-alias,3,3,3,app/styles/features/home/desktop.css | app/styles/features/home/themes.css,"0 -2px 8px -6px rgba(0, 0, 0, 0.1), 0 10px 22px -8px rgba(0, 0, 0, 0.15) | 0 -2px 8px -6px rgba(20, 12, 10, 0.11), 0 10px 22px -8px rgba(20, 12, 10, 0.17) | 0 0 12px rgba(230, 230, 230, 0.12), 0 0 24px rgba(230, 230, 230, 0.06)"
--icon-btn-close-color,unknown,3,3,0,app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,#7a3a38 | var(--mono-title) | var(--brand-primary)
--input-radius,component-or-semantic,3,3,0,app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/tokens.css,0.95rem | var(--subpage-card-radius) | 1.2em
--orbit-keypad-shadow-item-hover,unknown,3,3,4,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 3px 7px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 8px 12px -3px rgba(var(--hc-accent-rgb), 0.2), 0 15px 18px -8px rgba(var(--hc-accent-rgb), 0.13), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) | 0 3px 7px rgba(2, 6, 16, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(208, 228, 255, 0.12), 0 8px 10px -5px rgba(208, 228, 255, 0.42), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.03), inset 0 -1px 0 rgba(2, 6, 16, 0.15) | 0 4px 8px rgba(2, 6, 16, 0.14), 0 1px 1px rgba(15, 23, 42, 0.07), 0 8px 12px -3px rgba(255, 234, 0, 0.18), 0 14px 18px -8px rgba(255, 234, 0, 0.12), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.54), inset 0 1px 0 rgba(255, 255, 255, 0.045), inset 0 -1px 0 rgba(2, 6, 16, 0.19)"
--orbit-mobile-accent,unknown,3,3,0,app/styles/features/profile/hc.css | app/styles/features/profile/mono.css | app/styles/theme/mid.css,var(--hc-accent) | var(--mono-text) | #7a3a38
--policy-scroll-open-inline-gap,unknown,3,3,4,app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css,"1.35rem | clamp(1rem, 2vw, 1.8rem) | 0.65rem"
--policy-scroll-overscan-bottom,unknown,3,3,8,app/styles/features/policy/mobile-tall.css | app/styles/features/policy/mobile.css,"calc( env(safe-area-inset-bottom, 0px) + clamp(2.1rem, 6vh, 3.4rem) ) !important | clamp(1.05rem, 2.4vh, 1.45rem) | calc( env(safe-area-inset-bottom, 0px) + clamp(0.9rem, 2.2vh, 1.35rem) )"
--pt,unknown,3,3,0,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/tokens.css,var(--workspace-feature-checkbox-text) | var(--hc-accent) | var(--pt-300)
--pt-150,unknown,3,3,6,app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/theme/hc.css | app/styles/tokens.css,"var(--workspace-feature-field-text, var(--input-text, #243044)) | var(--hc-accent) | #e6e5e3"
--ring-diameter,unknown,3,3,32,app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css,"min( var(--ring-max), calc(var(--ring-diameter-default) * var(--policy-ring-scale)) ) | min( var(--ring-max), calc(var(--ring-diameter-default) * var(--policy-ring-open-scale)) ) | var(--workspace-glass-diameter)"
--service-map-legend-marker-label-size,feature-alias,3,3,1,app/styles/features/service-map/desktop/leaflet.css,"min(20.2px, var(--service-map-marker-label-max-size)) | min(22.8px, var(--service-map-marker-label-max-size)) | 32px"
--service-map-map-radius,feature-alias,3,3,11,app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/mobile.css,1.08rem | 0px | 1rem
--service-map-mobile-map-inset,feature-alias,3,3,5,app/styles/features/service-map/mobile.css,"0px | calc(env(safe-area-inset-left, 0px) + 0.32rem) | calc(env(safe-area-inset-left, 0px) + 0.18rem)"
--service-map-results-row-height,feature-alias,3,3,1,app/styles/features/service-map/desktop/responsive.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/mobile.css,"3.1rem | 3.24rem | min(30dvh, 15.25rem)"
--service-map-summary-row-height,feature-alias,3,3,0,app/styles/features/service-map/desktop/responsive.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/mobile.css,3.1rem | 3.24rem | 3.35rem
--text-strong,semantic,3,3,12,app/styles/theme/hc.css | app/styles/theme/light.css,var(--hc-accent) | var(--hc-text) | #222222
--wellbeing-checkbox-border,feature-alias,3,3,1,components/wellbeing/WellbeingPage.module.css,"color-mix(in srgb, var(--title-color, #c57171) 76%, transparent) | var(--mono-text, #f4f7ed) | var(--hc-accent, #ffea00)"
--wellbeing-checkbox-tick,feature-alias,3,3,3,components/wellbeing/WellbeingPage.module.css,"var(--title-color, #c57171) | var(--mono-text, #f4f7ed) | var(--hc-accent, #ffea00)"
--workspace-feature-field-shadow,feature-alias,3,3,8,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var(--input-shadow, none) | none | var(--mono-field-hole-shadow)"
--workspace-feature-muted,feature-alias,3,3,11,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"color-mix( in srgb, var(--workspace-feature-text) 72%, transparent ) | var(--hc-accent, #ffea00) | rgba(var(--mono-light-rgb), 0.72)"
--workspace-feature-soft,feature-alias,3,3,0,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"color-mix( in srgb, var(--workspace-feature-text) 12%, transparent ) | rgba(255, 234, 0, 0.16) | rgba(var(--mono-mid-rgb), 0.12)"
--workspace-feature-surface,feature-alias,3,3,23,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var( --workspace-elevated-card-bg, var(--subpage-card-bg, var(--input-flat-bg)) ) | var(--workspace-elevated-card-bg, var(--chat-card-surface-night-standard-bg)) | var(--mono-input-surface)"
--workspace-feature-surface-hover,feature-alias,3,3,11,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var( --workspace-elevated-card-bg-hover, var( --subpage-card-bg-hover, var(--input-flat-bg-hover, var(--workspace-feature-surface)) ) ) | var(--workspace-elevated-card-bg-hover, var(--chat-card-surface-night-standard-flat-bg)) | var(--mono-input-surface-hover)"
--workspace-feature-surface-strong,feature-alias,3,3,4,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var( --workspace-elevated-card-bg-strong, var(--opaque-panel-bg, var(--workspace-feature-surface)) ) | var(--workspace-elevated-card-bg-strong, #000) | var(--mono-tooltip-surface)"
--workspace-feature-text,feature-alias,3,3,45,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var( --subpage-card-text, var(--glass-modal-text, var(--glass-surface-text, #f2f2f2)) ) | var(--hc-accent, #ffea00) | var(--mono-text)"
--documents-surface-panel-text,feature-alias,8,2,3,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--hc-accent) | var(--documents-page-text)
--hc-focus-ring,theme-or-accessibility,6,2,9,app/styles/theme/hc.css,"rgba(var(--hc-accent-rgb), 0.58) | rgba(255, 234, 0, 0.58)"
--home-card-light-opacity,feature-alias,6,2,0,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,0.78 | 0.74
--edge-proximity,unknown,5,2,14,app/styles/features/chat/shell.css | app/styles/features/profile/mobile.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css,0 | 100
--rail-profile-scale,unknown,5,2,2,components/chat/rail.module.css,1 | 1.2
--ring-base-max,unknown,5,2,3,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css,calc(54 * var(--base-rem)) | calc(50 * var(--base-rem))
--ring-base-min,unknown,5,2,4,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css,calc(36 * var(--base-rem)) | calc(34 * var(--base-rem))
--ring-desktop-max,unknown,5,2,3,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css,calc(58 * var(--base-rem)) | calc(55 * var(--base-rem))
--workspace-elevated-card-bg-hover,feature-alias,5,2,19,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,var(--workspace-elevated-card-bg) | var(--hc-panel-bg-hover)
--chat-analysis-preview-border,feature-alias,4,2,0,app/styles/theme/dark.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,0 solid transparent | var(--subpage-card-border)
--chat-analysis-preview-shadow,feature-alias,4,2,0,app/styles/theme/dark.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,none | var(--subpage-card-shadow)
--chat-focus-inline-extra,feature-alias,4,2,4,app/styles/features/chat/shell.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css,"clamp(0.08rem, 0.28vw, 0.24rem) | clamp(0.06rem, 0.22vw, 0.18rem)"
--covision-surface-bg,feature-alias,4,2,4,components/covision/CovisionPage.module.css,"var(--glass-ring-surface-bg, var(--glass-surface-bg)) | var(--glass-ring-surface-bg, var(--glass-surface-bg, var(--hc-panel-bg, rgba(15, 14, 17, 0.35))))"
--csp-transition-ms,unknown,4,2,5,app/styles/features/accessibility/touch.css | app/styles/features/register/coarse-pointer.css | app/styles/features/rooms/coarse-pointer.css | components/CenteredScrollPicker.css,420ms | 140ms
--glass-blur-radius,component-or-semantic,4,2,60,app/styles/base/core.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/tokens.css,0px | 1rem
--glass-ring-edge-stroke-opacity,component-or-semantic,4,2,3,app/styles/mobile/foundations.css | app/styles/shared/glass-subpage.css | app/styles/shared/login-a11y.css,"0 | var( --glass-ring-edge-stroke-opacity-desktop, 0.72 )"
--glass-ring-edge-stroke-width,component-or-semantic,4,2,3,app/styles/mobile/foundations.css | app/styles/shared/glass-subpage.css | app/styles/shared/login-a11y.css,"0px | var( --glass-ring-edge-stroke-width-desktop, 1.18px )"
--home-card-shadow-active,feature-alias,4,2,1,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,var(--home-card-shell-shadow) | var(--home-card-glow-active)
--home-card-shadow-idle,feature-alias,4,2,1,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,var(--home-card-shell-shadow) | var(--home-card-glow-idle)
--panel-secondary-bg-hover,component-or-semantic,4,2,0,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,"var(--workspace-elevated-card-bg-hover, var(--input-flat-bg-hover)) | var(--mono-input-surface-hover)"
--profile-orbit-stack-fade-angle,feature-alias,4,2,2,app/styles/features/profile/android-mobile.css | app/styles/features/profile/mobile.css,180deg | 0deg
--wellbeing-card-shadow,feature-alias,4,2,3,components/wellbeing/WellbeingPage.module.css,"none | 0 8px 20px rgba(82, 50, 46, 0.07)"
--chat-card-surface-flat-bg,feature-alias,3,2,1,app/styles/theme/dark.css | app/styles/theme/mono.css,"linear-gradient( 180deg, rgb(34, 39, 46) 0%, rgb(20, 24, 30) 100% ) | linear-gradient( 180deg, rgb(26, 26, 26) 0%, rgb(18, 18, 18) 100% )"
--chat-card-surface-standard-bg,feature-alias,3,2,2,app/styles/theme/dark.css | app/styles/theme/mono.css,"radial-gradient( ellipse at top, rgba(42, 47, 55, 0.76) 0%, rgba(19, 23, 28, 0.82) 100% ) | radial-gradient( ellipse at top, rgba(27, 27, 27, 0.82) 0%, rgba(19, 19, 19, 0.9) 100% )"
--chat-card-surface-standard-flat-bg,feature-alias,3,2,1,app/styles/theme/dark.css | app/styles/theme/mono.css,"linear-gradient( 180deg, rgba(36, 40, 47, 0.78) 0%, rgba(21, 25, 31, 0.84) 100% ) | linear-gradient( 180deg, rgba(26, 26, 26, 0.84) 0%, rgba(18, 18, 18, 0.92) 100% )"
